CompanyId,VATPeriod,VATDate,Sector,OutputVAT,ExpectedOutputVAT,InputVAT,ExpectedInputVAT,TotalSales,CountSellerInvoices,TotalPurchases,CountBuyerInvoices,ReportedVATLiability,ExpectedVATLiability,Size,SizeCategory
2,2024 Q2,2024-06-30,Pizzeria,70018.0,70018.0,28979.0,28979.0,350090.0,91.0,144898.0,117.0,41039.0,41039.0,3182675,Small
2,2024 Q3,2024-09-30,Pizzeria,67902.0,68797.0,27493.0,27493.0,343985.0,92.0,137465.0,107.0,40409.0,41304.0,3182675,Small
2,2024 Q4,2024-12-31,Pizzeria,89028.0,90018.0,33654.0,33654.0,450092.0,92.0,168270.0,107.0,55374.0,56364.0,3182675,Small
2,2025 Q1,2025-03-31,Pizzeria,99708.0,99708.0,36536.0,36536.0,498543.0,91.0,182680.0,107.0,63172.0,63172.0,3182675,Small
3,2024 Q2,2024-06-30,Pizzeria,67178.0,99376.0,43046.0,43046.0,496880.0,91.0,216989.0,115.0,24132.0,56330.0,4064667,Medium
3,2024 Q3,2024-09-30,Pizzeria,55142.0,87945.0,37502.0,37502.0,439726.0,92.0,189055.0,107.0,17640.0,50443.0,4064667,Medium
3,2024 Q4,2024-12-31,Pizzeria,60209.0,118521.0,47747.0,47747.0,592609.0,92.0,240507.0,109.0,12462.0,70774.0,4064667,Medium
3,2025 Q1,2025-03-31,Pizzeria,72282.0,110018.0,44642.0,44642.0,550092.0,91.0,224811.0,107.0,27640.0,65376.0,4064667,Medium
4,2024 Q2,2024-06-30,Pizzeria,49810.0,49810.0,23126.0,23126.0,249051.0,91.0,115634.0,115.0,26684.0,26684.0,2428853,Small
4,2024 Q3,2024-09-30,Pizzeria,49354.0,49354.0,21749.0,21749.0,246772.0,92.0,108745.0,107.0,27605.0,27605.0,2428853,Small
4,2024 Q4,2024-12-31,Pizzeria,62267.0,62267.0,26172.0,26172.0,311339.0,92.0,130861.0,107.0,36095.0,36095.0,2428853,Small
4,2025 Q1,2025-03-31,Pizzeria,63849.0,63849.0,26995.0,26995.0,319248.0,91.0,134979.0,107.0,36854.0,36854.0,2428853,Small
5,2024 Q2,2024-06-30,Pizzeria,59026.0,59026.0,24733.0,24733.0,295134.0,91.0,124679.0,115.0,34293.0,34293.0,3004198,Small
5,2024 Q3,2024-09-30,Pizzeria,59719.0,60383.0,23820.0,23820.0,301919.0,92.0,120126.0,107.0,35899.0,36563.0,3004198,Small
5,2024 Q4,2024-12-31,Pizzeria,78334.0,78334.0,29821.0,29821.0,391671.0,92.0,150210.0,107.0,48513.0,48513.0,3004198,Small
5,2025 Q1,2025-03-31,Pizzeria,82360.0,82360.0,31473.0,31473.0,411801.0,91.0,158522.0,107.0,50887.0,50887.0,3004198,Small
6,2024 Q2,2024-06-30,Pizzeria,63585.0,63585.0,27429.0,27429.0,317927.0,91.0,142897.0,115.0,36156.0,36156.0,2820400,Small
6,2024 Q3,2024-09-30,Pizzeria,69063.0,69063.0,28275.0,28275.0,345315.0,92.0,147589.0,107.0,40788.0,40788.0,2820400,Small
6,2024 Q4,2024-12-31,Pizzeria,76760.0,77692.0,30869.0,30869.0,388462.0,92.0,160078.0,107.0,45891.0,46823.0,2820400,Small
6,2025 Q1,2025-03-31,Pizzeria,68157.0,68157.0,27749.0,27749.0,340785.0,91.0,143704.0,107.0,40408.0,40408.0,2820400,Small
7,2024 Q2,2024-06-30,Pizzeria,60146.0,60146.0,27191.0,27191.0,300732.0,91.0,135958.0,115.0,32955.0,32955.0,3016353,Small
7,2024 Q3,2024-09-30,Pizzeria,59504.0,59504.0,25464.0,25464.0,297520.0,92.0,127323.0,107.0,34040.0,34040.0,3016353,Small
7,2024 Q4,2024-12-31,Pizzeria,75881.0,75881.0,31318.0,31318.0,379407.0,92.0,156593.0,107.0,44563.0,44563.0,3016353,Small
7,2025 Q1,2025-03-31,Pizzeria,79592.0,79592.0,32990.0,32990.0,397960.0,91.0,164952.0,107.0,46602.0,46602.0,3016353,Small
8,2024 Q2,2024-06-30,Pizzeria,43456.0,73036.0,34348.0,34348.0,365182.0,91.0,173288.0,115.0,9108.0,38688.0,3878841,Medium
8,2024 Q3,2024-09-30,Pizzeria,60676.0,102148.0,41198.0,41198.0,510742.0,92.0,208030.0,107.0,19478.0,60950.0,3878841,Medium
8,2024 Q4,2024-12-31,Pizzeria,61042.0,102591.0,42236.0,42236.0,512955.0,92.0,212910.0,109.0,18806.0,60355.0,3878841,Medium
8,2025 Q1,2025-03-31,Pizzeria,52870.0,89006.0,37920.74,37920.738,445034.0,91.0,191090.69,108.0,14949.260000000002,51085.262,3878841,Medium
9,2024 Q2,2024-06-30,Pizzeria,25116.0,49833.0,22241.0,22241.0,249169.0,91.0,115403.0,117.0,2875.0,27592.0,2086275,Small
9,2024 Q3,2024-09-30,Pizzeria,17690.0,32399.0,15024.0,15023.0,161996.0,92.0,77855.0,109.0,2666.0,17376.0,2086275,Small
9,2024 Q4,2024-12-31,Pizzeria,30026.0,44351.0,19709.0,19709.0,221755.0,92.0,101723.0,107.0,10317.0,24642.0,2086275,Small
9,2025 Q1,2025-03-31,Pizzeria,50429.0,63433.0,26632.0,26632.0,317166.0,91.0,137637.0,107.0,23797.0,36801.0,2086275,Small
10,2024 Q2,2024-06-30,Pizzeria,78456.0,108215.0,45766.0,45766.0,541078.0,91.0,228833.0,117.0,32690.0,62449.0,3875074,Medium
10,2024 Q3,2024-09-30,Pizzeria,66522.0,85504.0,34934.0,34934.0,427521.0,92.0,174670.0,107.0,31588.0,50570.0,3875074,Medium
10,2024 Q4,2024-12-31,Pizzeria,48873.0,83686.0,34922.0,34922.0,418432.0,92.0,174611.0,107.0,13951.0,48764.0,3875074,Medium
10,2025 Q1,2025-03-31,Pizzeria,47155.0,92461.0,38351.0,38351.0,462309.0,91.0,191755.0,107.0,8804.0,54110.0,3875074,Medium
11,2024 Q2,2024-06-30,Pizzeria,229239.0,260203.0,130123.0,130123.0,1301018.0,91.0,656333.0,115.0,99116.0,130080.0,12742933,Large
11,2024 Q3,2024-09-30,Pizzeria,224138.0,253550.0,119866.0,119866.0,1267754.0,92.0,604833.0,107.0,104272.0,133684.0,12742933,Large
11,2024 Q4,2024-12-31,Pizzeria,243395.0,316509.0,145653.0,145653.0,1582546.0,92.0,733988.0,107.0,97742.0,170856.0,12742933,Large
11,2025 Q1,2025-03-31,Pizzeria,284103.0,322844.0,149882.0,149882.0,1614223.0,91.0,755203.0,107.0,134221.0,172962.0,12742933,Large
12,2024 Q2,2024-06-30,Pizzeria,54460.0,55233.0,23747.0,23747.0,276165.0,91.0,123359.0,115.0,30713.0,31486.0,2569067,Small
12,2024 Q3,2024-09-30,Pizzeria,53852.0,53852.0,21994.0,21994.0,269264.0,92.0,114423.0,107.0,31858.0,31858.0,2569067,Small
12,2024 Q4,2024-12-31,Pizzeria,66197.0,66933.0,26413.0,26413.0,334665.0,92.0,136670.0,107.0,39784.0,40520.0,2569067,Small
12,2025 Q1,2025-03-31,Pizzeria,67659.0,67659.0,26938.0,26938.0,338295.0,91.0,139311.0,107.0,40721.0,40721.0,2569067,Small
13,2024 Q2,2024-06-30,Pizzeria,89026.0,104613.0,44949.0,44949.0,523067.0,91.0,226764.0,117.0,44077.0,59664.0,4858236,Medium
13,2024 Q3,2024-09-30,Pizzeria,87399.0,102341.0,41735.0,41735.0,511707.0,92.0,210628.0,107.0,45664.0,60606.0,4858236,Medium
13,2024 Q4,2024-12-31,Pizzeria,108832.0,127587.0,50075.0,50075.0,637936.0,92.0,252399.0,107.0,58757.0,77512.0,4858236,Medium
13,2025 Q1,2025-03-31,Pizzeria,112136.0,129338.0,51165.0,51165.0,646693.0,91.0,257866.0,107.0,60971.0,78173.0,4858236,Medium
