CompanyId,VATPeriod,VATDate,Sector,OutputVAT,ExpectedOutputVAT,InputVAT,ExpectedInputVAT,TotalSales,CountSellerInvoices,TotalPurchases,CountBuyerInvoices,ReportedVATLiability,ExpectedVATLiability,Size,SizeCategory
2,2022 Q1,2022-03-31,Pizzeria,25201.71846,30109.555,13609.72,13609.755,120438.22,90,54439.02,115,11591.99846,16499.8,3111385.93,Small
2,2022 Q2,2022-06-30,Pizzeria,24903.9849,28625.3675,12676.94,12676.935,114501.47,91,50707.74,107,12227.044899999999,15948.4325,3111385.93,Small
2,2022 Q3,2022-09-30,Pizzeria,25170.48654,29577.6125,12847.96,12847.955,118310.45,92,51391.82,107,12322.526540000003,16729.6575,3111385.93,Small
2,2022 Q4,2022-12-31,Pizzeria,29275.845999999998,38520.87,15706.93,15706.945000000002,154083.48,92,62827.780000000006,107,13568.915999999997,22813.925000000003,3111385.93,Small
2,2023 Q1,2023-03-31,Pizzeria,33311.21789,40182.4525,16601.61,16601.6525,160729.81,90,66406.61,107,16709.60789,23580.8,3111385.93,Small
2,2023 Q2,2023-06-30,Pizzeria,32954.80975,37576.785,15582.97,15582.9675,150307.14,91,62331.87,107,17371.83975,21993.817500000005,3111385.93,Small
2,2023 Q3,2023-09-30,Pizzeria,32309.83987,38146.195,15586.99,15586.965,152584.78,92,62347.86,107,16722.84987,22559.23,3111385.93,Small
2,2023 Q4,2023-12-31,Pizzeria,38358.88812,48989.65,19019.5,19019.525,195958.6,92,76078.1,107,19339.388120000003,29970.125,3111385.93,Small
2,2024 Q1,2024-03-31,Pizzeria,42924.14494,51222.0,20011.83,20011.8575,204888.0,91,80047.43,107,22912.314939999997,31210.1425,3111385.93,Small
2,2024 Q2,2024-06-30,Pizzeria,41273.14934,46583.72,18561.83,18561.835,186334.88,91,74247.34,107,22711.319340000002,28021.885,3111385.93,Small
2,2024 Q3,2024-09-30,Pizzeria,38237.22186,46744.77,18319.71,18319.655,186979.08,92,73278.62,109,19917.51186,28425.115,3111385.93,Small
2,2024 Q4,2024-12-31,Pizzeria,47182.78856,59274.7975,23931.78,23931.7575,237099.19,92,95727.03,115,23251.008560000002,35343.04,3111385.93,Small
2,2025 Q1,2025-03-31,Pizzeria,49769.91481,58760.2675,21074.67,21074.635,235041.07,90,84298.54000000001,99,28695.244810000004,37685.6325,3111385.93,Small
275,2022 Q1,2022-03-31,Distributors,416919.39,416919.32,282101.05,282101.0775,1667677.28,2192,1128404.31,154,134818.34000000003,134818.2425,36531719.32,Medium
275,2022 Q2,2022-06-30,Distributors,353102.32944,357753.3475,234265.93,234265.98,1431013.39,2034,937063.92,143,118836.39944000001,123487.36749999996,36531719.32,Medium
275,2022 Q3,2022-09-30,Distributors,338420.11,338420.1775,217879.06,217879.11,1353680.71,2034,871516.44,143,120541.05,120541.0675,36531719.32,Medium
275,2022 Q4,2022-12-31,Distributors,437713.39,437713.485,289002.22000000003,289002.2475,1750853.94,2034,1156008.99,143,148711.16999999998,148711.2375,36531719.32,Medium
275,2023 Q1,2023-03-31,Distributors,431351.7598,436590.82,294532.59,294532.555,1746363.28,2034,1178130.22,145,136819.16979999997,142058.265,36531719.32,Medium
275,2023 Q2,2023-06-30,Distributors,403349.74,403349.7825,265210.65,265210.7175,1613399.13,2034,1060842.87,143,138139.08999999997,138139.065,36531719.32,Medium
275,2023 Q3,2023-09-30,Distributors,381360.51,381360.5875,247300.86,247300.88,1525442.35,2036,989203.52,145,134059.65,134059.70750000002,36531719.32,Medium
275,2023 Q4,2023-12-31,Distributors,474142.3,474142.4025,311412.17,311412.165,1896569.61,2034,1245648.66,143,162730.13,162730.23750000005,36531719.32,Medium
275,2024 Q1,2024-03-31,Distributors,458760.63,458760.7125,306132.66,306132.6275,1835042.85,2034,1224530.51,143,152627.97000000003,152628.08500000002,36531719.32,Medium
275,2024 Q2,2024-06-30,Distributors,425618.27,425618.2075,275565.31,275565.3225,1702472.83,2034,1102261.29,143,150052.96000000002,150052.885,36531719.32,Medium
275,2024 Q3,2024-09-30,Distributors,400142.96,400143.1175,254976.39,254976.365,1600572.47,2032,1019905.46,143,145166.57000000004,145166.7525,36531719.32,Medium
275,2024 Q4,2024-12-31,Distributors,519358.398,527803.415,343910.84,343910.9425,2111213.66,2192,1375643.77,154,175447.55799999996,183892.47250000003,36531719.32,Medium
275,2025 Q1,2025-03-31,Distributors,452270.98,452270.8825,299793.59,299793.5825,1809083.53,1876,1199174.33,132,152477.38999999996,152477.3,36531719.32,Medium
287,2022 Q1,2022-03-31,Distributors,305963.77084,309680.0025,222235.21,222235.2375,1238720.01,980,888940.95,154,83728.56084000002,87444.76500000001,27457011.21,Small
287,2022 Q2,2022-06-30,Distributors,249225.47815,253020.79,180849.8,180849.7975,1012083.16,910,723399.19,143,68375.67815000002,72170.99250000002,27457011.21,Small
287,2022 Q3,2022-09-30,Distributors,236134.40615999998,239973.9725,171757.58,171757.525,959895.89,910,687030.1,143,64376.82616,68216.44750000001,27457011.21,Small
287,2022 Q4,2022-12-31,Distributors,304218.11244999996,315251.95,226224.02,226224.01,1261007.8,910,904896.04,143,77994.09244999997,89027.94,27457011.21,Small
287,2023 Q1,2023-03-31,Distributors,316335.43439999997,321479.0875,230995.68,230995.7275,1285916.35,910,923982.91,143,85339.75439999998,90483.36000000002,27457011.21,Small
287,2023 Q2,2023-06-30,Distributors,267558.00309,271082.0725,194418.36,194418.355,1084328.29,910,777673.42,143,73139.64309000003,76663.7175,27457011.21,Small
287,2023 Q3,2023-09-30,Distributors,255439.16559000002,259856.735,185698.17,185698.23,1039426.94,910,742792.92,143,69740.99559,74158.50499999998,27457011.21,Small
287,2023 Q4,2023-12-31,Distributors,326598.71507999994,339147.2125,243394.39,243394.39,1356588.85,910,973577.56,143,83204.32507999992,95752.8225,27457011.21,Small
